indic_id,zone_id,metric_date,metric_type,metric_value
IND-228,,2019-11-30,va,87
IND-228,,2020-11-30,va,87
IND-228,,2020-11-30,va,82
IND-228,,2021-11-30,va,91.36
IND-228,,2021-11-30,va,89.43
IND-228,,2021-11-30,vc,88
IND-228,,2021-11-30,vc,88
IND-228,,2022-11-30,va,91.3
IND-228,,2022-11-30,va,86.21
IND-228,,2022-11-30,vc,99
IND-228,,2022-11-30,vc,99
